,Ancho_cm,Alto_cm,Espesor_cm,Distancia_cm,BeamOn,Actividad_Ci,Neutrones,Gammas,Electrones,N_termicos,N_epitermicos,N_rapidos,Frac_termica_%,Efic_deteccion_%,Tasa_n_det_ps,Tasa_term_ps,Area_frontal_cm2,Cara_cuadrada
235,10.0,20.0,5.0,0,100000,2.98,1503,964,24,34,374,1095,0.034,1.503,98536.68,33.5,200.0,False
236,10.0,20.0,6.0,0,100000,2.98,1031,640,17,39,291,701,0.039,1.031,67592.36,26.36,200.0,False
237,10.0,20.0,7.0,0,100000,2.98,721,524,20,46,218,457,0.046,0.721,47268.76,21.74,200.0,False
238,10.0,20.0,8.0,0,100000,2.98,566,408,9,54,180,332,0.054,0.566,37106.96,20.04,200.0,False
239,10.0,20.0,9.0,0,100000,2.98,405,328,8,40,142,223,0.04,0.405,26551.8,10.62,200.0,False
240,10.0,2.0,10.0,0,100000,2.98,113,205,8,1,12,100,0.001,0.113,7408.28,0.07,20.0,False
241,10.0,2.0,11.0,0,100000,2.98,89,178,3,0,11,78,0.0,0.089,5834.84,0.0,20.0,False
242,10.0,2.0,12.0,0,100000,2.98,70,125,7,1,7,62,0.001,0.07,4589.2,0.05,20.0,False
243,10.0,2.0,13.0,0,100000,2.98,47,109,2,0,5,42,0.0,0.047,3081.32,0.0,20.0,False
244,10.0,2.0,14.0,0,100000,2.98,30,106,4,1,3,26,0.001,0.03,1966.8,0.02,20.0,False
245,10.0,2.0,15.0,0,100000,2.98,23,97,3,0,2,21,0.0,0.023,1507.88,0.0,20.0,False
246,10.0,2.0,16.0,0,100000,2.98,13,84,1,0,1,12,0.0,0.013,852.28,0.0,20.0,False
247,10.0,2.0,17.0,0,100000,2.98,11,56,0,0,2,9,0.0,0.011,721.16,0.0,20.0,False
248,10.0,2.0,18.0,0,100000,2.98,18,56,2,0,3,15,0.0,0.018,1180.08,0.0,20.0,False
249,10.0,2.0,19.0,0,100000,2.98,6,54,3,0,1,5,0.0,0.006,393.36,0.0,20.0,False
250,10.0,2.0,1.0,0,100000,2.98,17057,10763,318,0,815,16242,0.0,17.057,1118256.92,0.0,20.0,False
251,10.0,2.0,20.0,0,100000,2.98,3,41,4,0,0,3,0.0,0.003,196.68,0.0,20.0,False
252,10.0,2.0,2.0,0,100000,2.98,7129,4548,151,2,578,6549,0.002,7.129,467377.24,9.35,20.0,False
253,10.0,2.0,3.0,0,100000,2.98,3436,2323,70,3,332,3101,0.003,3.436,225264.16,6.76,20.0,False
254,10.0,2.0,4.0,0,100000,2.98,1839,1388,36,1,209,1629,0.001,1.839,120564.84,1.21,20.0,False
255,10.0,2.0,5.0,0,100000,2.98,1079,845,26,1,103,975,0.001,1.079,70739.24,0.71,20.0,False
256,10.0,2.0,6.0,0,100000,2.98,690,641,19,1,70,619,0.001,0.69,45236.4,0.45,20.0,False
257,10.0,2.0,7.0,0,100000,2.98,379,460,11,0,34,345,0.0,0.379,24847.24,0.0,20.0,False
258,10.0,2.0,8.0,0,100000,2.98,252,343,11,0,26,226,0.0,0.252,16521.12,0.0,20.0,False
259,10.0,2.0,9.0,0,100000,2.98,177,260,6,1,28,148,0.001,0.177,11604.12,0.12,20.0,False
260,10.0,3.0,10.0,0,100000,2.98,153,229,8,4,21,128,0.004,0.153,10030.68,0.4,30.0,False
261,10.0,3.0,11.0,0,100000,2.98,112,189,4,4,17,91,0.004,0.112,7342.72,0.29,30.0,False
262,10.0,3.0,12.0,0,100000,2.98,83,139,6,1,19,63,0.001,0.083,5441.48,0.05,30.0,False
263,10.0,3.0,13.0,0,100000,2.98,55,137,5,2,10,43,0.002,0.055,3605.8,0.07,30.0,False
264,10.0,3.0,14.0,0,100000,2.98,45,114,1,0,8,37,0.0,0.045,2950.2,0.0,30.0,False
265,10.0,3.0,15.0,0,100000,2.98,34,86,2,0,9,25,0.0,0.034,2229.04,0.0,30.0,False
266,10.0,3.0,16.0,0,100000,2.98,19,95,6,0,3,16,0.0,0.019,1245.64,0.0,30.0,False
267,10.0,3.0,17.0,0,100000,2.98,14,81,2,0,2,12,0.0,0.014,917.84,0.0,30.0,False
268,10.0,3.0,18.0,0,100000,2.98,19,61,1,2,3,14,0.002,0.019,1245.64,0.02,30.0,False
269,10.0,3.0,19.0,0,100000,2.98,13,48,3,1,2,10,0.001,0.013,852.28,0.01,30.0,False
270,10.0,3.0,1.0,0,100000,2.98,17447,10757,302,1,854,16592,0.001,17.447,1143825.32,11.44,30.0,False
271,10.0,3.0,20.0,0,100000,2.98,5,54,4,1,1,3,0.001,0.005,327.8,0.0,30.0,False
272,10.0,3.0,2.0,0,100000,2.98,7128,4580,155,2,633,6493,0.002,7.128,467311.68,9.35,30.0,False
273,10.0,3.0,3.0,0,100000,2.98,3535,2345,55,5,403,3127,0.005,3.535,231754.6,11.59,30.0,False
274,10.0,3.0,4.0,0,100000,2.98,2059,1376,33,9,320,1730,0.009,2.059,134988.04,12.15,30.0,False
275,10.0,3.0,5.0,0,100000,2.98,1212,929,23,2,200,1010,0.002,1.212,79458.72,1.59,30.0,False
276,10.0,3.0,6.0,0,100000,2.98,767,622,20,6,136,625,0.006,0.767,50284.52,3.02,30.0,False
277,10.0,3.0,7.0,0,100000,2.98,480,482,8,5,77,398,0.005,0.48,31468.8,1.57,30.0,False
278,10.0,3.0,8.0,0,100000,2.98,333,372,8,6,45,282,0.006,0.333,21831.48,1.31,30.0,False
279,10.0,3.0,9.0,0,100000,2.98,235,320,16,3,29,203,0.003,0.235,15406.6,0.46,30.0,False
280,10.0,4.0,10.0,0,100000,2.98,151,240,8,5,32,114,0.005,0.151,9899.56,0.49,40.0,False
281,10.0,4.0,11.0,0,100000,2.98,134,189,4,4,32,98,0.004,0.134,8785.04,0.35,40.0,False
282,10.0,4.0,12.0,0,100000,2.98,93,162,1,1,16,76,0.001,0.093,6097.08,0.06,40.0,False
283,10.0,4.0,13.0,0,100000,2.98,70,133,5,0,22,48,0.0,0.07,4589.2,0.0,40.0,False
284,10.0,4.0,14.0,0,100000,2.98,61,110,0,2,10,49,0.002,0.061,3999.16,0.08,40.0,False
285,10.0,4.0,15.0,0,100000,2.98,36,102,4,1,10,25,0.001,0.036,2360.16,0.02,40.0,False
286,10.0,4.0,16.0,0,100000,2.98,31,88,5,1,10,20,0.001,0.031,2032.36,0.02,40.0,False
287,10.0,4.0,17.0,0,100000,2.98,20,66,4,1,4,15,0.001,0.02,1311.2,0.01,40.0,False
288,10.0,4.0,18.0,0,100000,2.98,14,65,1,0,3,11,0.0,0.014,917.84,0.0,40.0,False
289,10.0,4.0,19.0,0,100000,2.98,12,61,0,0,2,10,0.0,0.012,786.72,0.0,40.0,False
290,10.0,4.0,1.0,0,100000,2.98,17564,10678,305,0,870,16694,0.0,17.564,1151495.84,0.0,40.0,False
291,10.0,4.0,20.0,0,100000,2.98,11,46,5,0,2,9,0.0,0.011,721.16,0.0,40.0,False
292,10.0,4.0,2.0,0,100000,2.98,7175,4472,136,5,665,6505,0.005,7.175,470393.0,23.52,40.0,False
293,10.0,4.0,3.0,0,100000,2.98,3638,2355,68,8,486,3144,0.008,3.638,238507.28,19.08,40.0,False
294,10.0,4.0,4.0,0,100000,2.98,2004,1470,44,12,339,1653,0.012,2.004,131382.24,15.77,40.0,False
295,10.0,4.0,5.0,0,100000,2.98,1227,925,22,7,225,995,0.007,1.227,80442.12,5.63,40.0,False
296,10.0,4.0,6.0,0,100000,2.98,848,680,16,11,158,679,0.011,0.848,55594.88,6.12,40.0,False
297,10.0,4.0,7.0,0,100000,2.98,566,480,22,10,123,433,0.01,0.566,37106.96,3.71,40.0,False
298,10.0,4.0,8.0,0,100000,2.98,406,374,15,10,98,298,0.01,0.406,26617.36,2.66,40.0,False
299,10.0,4.0,9.0,0,100000,2.98,255,288,6,4,58,193,0.004,0.255,16717.8,0.67,40.0,False
300,10.0,5.0,10.0,0,100000,2.98,249,272,11,4,58,187,0.004,0.249,16324.44,0.65,50.0,False
301,10.0,5.0,11.0,0,100000,2.98,152,196,5,7,44,101,0.007,0.152,9965.12,0.7,50.0,False
302,10.0,5.0,12.0,0,100000,2.98,118,136,1,9,36,73,0.009,0.118,7736.08,0.7,50.0,False
303,10.0,5.0,13.0,0,100000,2.98,67,123,5,3,13,51,0.003,0.067,4392.52,0.13,50.0,False
304,10.0,5.0,14.0,0,100000,2.98,68,122,4,3,14,51,0.003,0.068,4458.08,0.13,50.0,False
305,10.0,5.0,15.0,0,100000,2.98,51,111,5,2,12,37,0.002,0.051,3343.56,0.07,50.0,False
306,10.0,5.0,16.0,0,100000,2.98,31,97,4,0,9,22,0.0,0.031,2032.36,0.0,50.0,False
307,10.0,5.0,17.0,0,100000,2.98,27,61,1,0,6,21,0.0,0.027,1770.12,0.0,50.0,False
308,10.0,5.0,18.0,0,100000,2.98,26,57,0,0,6,20,0.0,0.026,1704.56,0.0,50.0,False
309,10.0,5.0,19.0,0,100000,2.98,27,48,2,2,7,18,0.002,0.027,1770.12,0.04,50.0,False
310,10.0,5.0,1.0,0,100000,2.98,17377,10600,322,0,903,16474,0.0,17.377,1139236.12,0.0,50.0,False
311,10.0,5.0,20.0,0,100000,2.98,8,46,1,0,3,5,0.0,0.008,524.48,0.0,50.0,False
312,10.0,5.0,2.0,0,100000,2.98,7348,4421,158,3,697,6648,0.003,7.348,481734.88,14.45,50.0,False
313,10.0,5.0,3.0,0,100000,2.98,3727,2394,75,4,503,3220,0.004,3.727,244342.12,9.77,50.0,False
314,10.0,5.0,4.0,0,100000,2.98,2093,1406,54,27,361,1705,0.027,2.093,137217.08,37.05,50.0,False
315,10.0,5.0,5.0,0,100000,2.98,1349,962,27,19,273,1057,0.019,1.349,88440.44,16.8,50.0,False
316,10.0,5.0,6.0,0,100000,2.98,872,647,19,26,206,640,0.026,0.872,57168.32,14.86,50.0,False
317,10.0,5.0,7.0,0,100000,2.98,641,480,14,17,150,474,0.017,0.641,42023.96,7.14,50.0,False
318,10.0,5.0,8.0,0,100000,2.98,440,358,16,15,106,319,0.015,0.44,28846.4,4.33,50.0,False
319,10.0,5.0,9.0,0,100000,2.98,263,311,10,6,73,184,0.006,0.263,17242.28,1.03,50.0,False
320,10.0,6.0,10.0,0,100000,2.98,219,208,8,16,65,138,0.016,0.219,14357.64,2.3,60.0,False
321,10.0,6.0,11.0,0,100000,2.98,185,200,6,11,47,127,0.011,0.185,12128.6,1.33,60.0,False
322,10.0,6.0,12.0,0,100000,2.98,116,175,8,4,31,81,0.004,0.116,7604.96,0.3,60.0,False
323,10.0,6.0,13.0,0,100000,2.98,103,154,2,5,25,73,0.005,0.103,6752.68,0.34,60.0,False
324,10.0,6.0,14.0,0,100000,2.98,65,118,7,2,18,45,0.002,0.065,4261.4,0.09,60.0,False
325,10.0,6.0,15.0,0,100000,2.98,61,100,1,4,14,43,0.004,0.061,3999.16,0.16,60.0,False
326,10.0,6.0,16.0,0,100000,2.98,37,98,3,0,14,23,0.0,0.037,2425.72,0.0,60.0,False
327,10.0,6.0,17.0,0,100000,2.98,25,69,2,4,6,15,0.004,0.025,1639.0,0.07,60.0,False
328,10.0,6.0,18.0,0,100000,2.98,22,58,1,3,7,12,0.003,0.022,1442.32,0.04,60.0,False
329,10.0,6.0,19.0,0,100000,2.98,10,60,1,2,0,8,0.002,0.01,655.6,0.01,60.0,False
330,10.0,6.0,1.0,0,100000,2.98,17513,10737,348,1,904,16608,0.001,17.513,1148152.28,11.48,60.0,False
331,10.0,6.0,20.0,0,100000,2.98,13,51,2,1,3,9,0.001,0.013,852.28,0.01,60.0,False
332,10.0,6.0,2.0,0,100000,2.98,7208,4622,150,2,681,6525,0.002,7.208,472556.48,9.45,60.0,False
333,10.0,6.0,3.0,0,100000,2.98,3723,2370,76,15,568,3140,0.015,3.723,244079.88,36.61,60.0,False
334,10.0,6.0,4.0,0,100000,2.98,2216,1479,37,23,401,1792,0.023,2.216,145280.96,33.41,60.0,False
335,10.0,6.0,5.0,0,100000,2.98,1358,938,25,13,294,1051,0.013,1.358,89030.48,11.57,60.0,False
336,10.0,6.0,6.0,0,100000,2.98,843,662,14,24,205,614,0.024,0.843,55267.08,13.26,60.0,False
337,10.0,6.0,7.0,0,100000,2.98,661,538,24,23,190,448,0.023,0.661,43335.16,9.97,60.0,False
338,10.0,6.0,8.0,0,100000,2.98,458,365,12,24,127,307,0.024,0.458,30026.48,7.21,60.0,False
339,10.0,6.0,9.0,0,100000,2.98,349,301,10,17,104,228,0.017,0.349,22880.44,3.89,60.0,False
340,10.0,7.0,10.0,0,100000,2.98,295,253,4,19,84,192,0.019,0.295,19340.2,3.67,70.0,False
341,10.0,7.0,11.0,0,100000,2.98,207,204,6,15,61,131,0.015,0.207,13570.92,2.04,70.0,False
342,10.0,7.0,12.0,0,100000,2.98,148,175,3,10,47,91,0.01,0.148,9702.88,0.97,70.0,False
343,10.0,7.0,13.0,0,100000,2.98,110,136,4,11,40,59,0.011,0.11,7211.6,0.79,70.0,False
344,10.0,7.0,14.0,0,100000,2.98,74,126,1,5,24,45,0.005,0.074,4851.44,0.24,70.0,False
345,10.0,7.0,15.0,0,100000,2.98,58,103,4,1,24,33,0.001,0.058,3802.48,0.04,70.0,False
346,10.0,7.0,16.0,0,100000,2.98,44,82,3,3,14,27,0.003,0.044,2884.64,0.09,70.0,False
347,10.0,7.0,17.0,0,100000,2.98,42,79,5,2,17,23,0.002,0.042,2753.52,0.06,70.0,False
348,10.0,7.0,18.0,0,100000,2.98,27,64,1,3,8,16,0.003,0.027,1770.12,0.05,70.0,False
349,10.0,7.0,19.0,0,100000,2.98,26,49,2,5,4,17,0.005,0.026,1704.56,0.09,70.0,False
350,10.0,7.0,1.0,0,100000,2.98,17405,10529,314,2,862,16541,0.002,17.405,1141071.8,22.82,70.0,False
351,10.0,7.0,20.0,0,100000,2.98,10,59,2,1,4,5,0.001,0.01,655.6,0.01,70.0,False
352,10.0,7.0,2.0,0,100000,2.98,7265,4506,121,8,690,6567,0.008,7.265,476293.4,38.1,70.0,False
353,10.0,7.0,3.0,0,100000,2.98,3670,2407,84,17,544,3109,0.017,3.67,240605.2,40.9,70.0,False
354,10.0,7.0,4.0,0,100000,2.98,2272,1452,49,26,427,1819,0.026,2.272,148952.32,38.73,70.0,False
355,10.0,7.0,5.0,0,100000,2.98,1410,919,20,32,340,1038,0.032,1.41,92439.6,29.58,70.0,False
356,10.0,7.0,6.0,0,100000,2.98,952,659,15,24,243,685,0.024,0.952,62413.12,14.98,70.0,False
357,10.0,7.0,7.0,0,100000,2.98,681,568,18,26,210,445,0.026,0.681,44646.36,11.61,70.0,False
358,10.0,7.0,8.0,0,100000,2.98,512,383,6,26,147,339,0.026,0.512,33566.72,8.73,70.0,False
359,10.0,7.0,9.0,0,100000,2.98,367,305,9,20,125,222,0.02,0.367,24060.52,4.81,70.0,False
360,10.0,8.0,10.0,0,100000,2.98,266,258,3,19,83,164,0.019,0.266,17438.96,3.31,80.0,False
361,10.0,8.0,11.0,0,100000,2.98,220,190,3,17,72,131,0.017,0.22,14423.2,2.45,80.0,False
362,10.0,8.0,12.0,0,100000,2.98,163,202,5,13,49,101,0.013,0.163,10686.28,1.39,80.0,False
363,10.0,8.0,13.0,0,100000,2.98,110,165,3,13,28,69,0.013,0.11,7211.6,0.94,80.0,False
364,10.0,8.0,14.0,0,100000,2.98,83,137,4,5,21,57,0.005,0.083,5441.48,0.27,80.0,False
365,10.0,8.0,15.0,0,100000,2.98,66,98,4,10,25,31,0.01,0.066,4326.96,0.43,80.0,False
366,10.0,8.0,16.0,0,100000,2.98,44,96,5,10,9,25,0.01,0.044,2884.64,0.29,80.0,False
367,10.0,8.0,17.0,0,100000,2.98,40,84,1,5,11,24,0.005,0.04,2622.4,0.13,80.0,False
368,10.0,8.0,18.0,0,100000,2.98,25,79,3,2,6,17,0.002,0.025,1639.0,0.03,80.0,False
369,10.0,8.0,19.0,0,100000,2.98,28,66,1,1,11,16,0.001,0.028,1835.68,0.02,80.0,False
370,10.0,8.0,1.0,0,100000,2.98,17222,10580,285,1,871,16350,0.001,17.222,1129074.32,11.29,80.0,False
371,10.0,8.0,20.0,0,100000,2.98,14,56,0,0,5,9,0.0,0.014,917.84,0.0,80.0,False
372,10.0,8.0,2.0,0,100000,2.98,7273,4543,126,6,761,6506,0.006,7.273,476817.88,28.61,80.0,False
373,10.0,8.0,3.0,0,100000,2.98,3684,2402,72,12,584,3088,0.012,3.684,241523.04,28.98,80.0,False
374,10.0,8.0,4.0,0,100000,2.98,2265,1455,45,24,417,1824,0.024,2.265,148493.4,35.64,80.0,False
375,10.0,8.0,5.0,0,100000,2.98,1406,955,34,27,334,1045,0.027,1.406,92177.36,24.89,80.0,False
376,10.0,8.0,6.0,0,100000,2.98,985,666,19,36,274,675,0.036,0.985,64576.6,23.25,80.0,False
377,10.0,8.0,7.0,0,100000,2.98,678,511,16,27,207,444,0.027,0.678,44449.68,12.0,80.0,False
378,10.0,8.0,8.0,0,100000,2.98,510,388,6,33,176,301,0.033,0.51,33435.6,11.03,80.0,False
379,10.0,8.0,9.0,0,100000,2.98,413,333,10,28,119,266,0.028,0.413,27076.28,7.58,80.0,False
380,10.0,9.0,10.0,0,100000,2.98,288,274,12,29,92,167,0.029,0.288,18881.28,5.48,90.0,False
381,10.0,9.0,11.0,0,100000,2.98,218,202,3,21,81,116,0.021,0.218,14292.08,3.0,90.0,False
382,10.0,9.0,12.0,0,100000,2.98,159,162,5,13,58,88,0.013,0.159,10424.04,1.36,90.0,False
383,10.0,9.0,13.0,0,100000,2.98,130,151,4,11,52,67,0.011,0.13,8522.8,0.94,90.0,False
384,10.0,9.0,14.0,0,100000,2.98,81,125,6,7,28,46,0.007,0.081,5310.36,0.37,90.0,False
385,10.0,9.0,15.0,0,100000,2.98,71,127,4,5,24,42,0.005,0.071,4654.76,0.23,90.0,False
386,10.0,9.0,16.0,0,100000,2.98,62,102,6,7,15,40,0.007,0.062,4064.72,0.28,90.0,False
387,10.0,9.0,17.0,0,100000,2.98,52,73,2,5,22,25,0.005,0.052,3409.12,0.17,90.0,False
388,10.0,9.0,18.0,0,100000,2.98,33,82,1,2,9,22,0.002,0.033,2163.48,0.04,90.0,False
389,10.0,9.0,19.0,0,100000,2.98,26,65,2,3,9,14,0.003,0.026,1704.56,0.05,90.0,False
390,10.0,9.0,1.0,0,100000,2.98,17285,10749,304,0,888,16397,0.0,17.285,1133204.6,0.0,90.0,False
391,10.0,9.0,20.0,0,100000,2.98,25,55,0,4,5,16,0.004,0.025,1639.0,0.07,90.0,False
392,10.0,9.0,2.0,0,100000,2.98,7310,4737,152,9,706,6595,0.009,7.31,479243.6,43.13,90.0,False
393,10.0,9.0,3.0,0,100000,2.98,3755,2417,92,25,560,3170,0.025,3.755,246177.8,61.54,90.0,False
394,10.0,9.0,4.0,0,100000,2.98,2227,1384,42,22,428,1777,0.022,2.227,146002.12,32.12,90.0,False
395,10.0,9.0,5.0,0,100000,2.98,1473,950,29,39,355,1079,0.039,1.473,96569.88,37.66,90.0,False
396,10.0,9.0,6.0,0,100000,2.98,957,678,17,46,261,650,0.046,0.957,62740.92,28.86,90.0,False
397,10.0,9.0,7.0,0,100000,2.98,673,497,10,36,197,440,0.036,0.673,44121.88,15.88,90.0,False
398,10.0,9.0,8.0,0,100000,2.98,537,362,8,33,168,336,0.033,0.537,35205.72,11.62,90.0,False
399,10.0,9.0,9.0,0,100000,2.98,352,287,7,37,107,208,0.037,0.352,23077.12,8.54,90.0,False
400,11.0,10.0,10.0,0,100000,2.98,283,235,10,34,98,151,0.034,0.283,18553.48,6.31,110.0,False
401,11.0,10.0,11.0,0,100000,2.98,218,208,6,22,78,118,0.022,0.218,14292.08,3.14,110.0,False
402,11.0,10.0,12.0,0,100000,2.98,169,161,1,28,53,88,0.028,0.169,11079.64,3.1,110.0,False
403,11.0,10.0,13.0,0,100000,2.98,128,159,2,17,36,75,0.017,0.128,8391.68,1.43,110.0,False
404,11.0,10.0,14.0,0,100000,2.98,106,125,0,12,39,55,0.012,0.106,6949.36,0.83,110.0,False
405,11.0,10.0,15.0,0,100000,2.98,84,122,2,14,34,36,0.014,0.084,5507.04,0.77,110.0,False
406,11.0,10.0,16.0,0,100000,2.98,69,115,7,6,31,32,0.006,0.069,4523.64,0.27,110.0,False
407,11.0,10.0,17.0,0,100000,2.98,38,86,2,4,11,23,0.004,0.038,2491.28,0.1,110.0,False
408,11.0,10.0,18.0,0,100000,2.98,35,80,4,6,14,15,0.006,0.035,2294.6,0.14,110.0,False
409,11.0,10.0,19.0,0,100000,2.98,26,75,3,5,5,16,0.005,0.026,1704.56,0.09,110.0,False
410,11.0,10.0,1.0,0,100000,2.98,17507,10627,309,1,936,16570,0.001,17.507,1147758.92,11.48,110.0,False
411,11.0,10.0,20.0,0,100000,2.98,14,50,1,2,7,5,0.002,0.014,917.84,0.02,110.0,False
412,11.0,10.0,2.0,0,100000,2.98,7297,4665,129,4,751,6542,0.004,7.297,478391.32,19.14,110.0,False
413,11.0,10.0,3.0,0,100000,2.98,3834,2421,75,13,553,3268,0.013,3.834,251357.04,32.68,110.0,False
414,11.0,10.0,4.0,0,100000,2.98,2255,1444,42,29,398,1828,0.029,2.255,147837.8,42.87,110.0,False
415,11.0,10.0,5.0,0,100000,2.98,1444,974,23,46,326,1072,0.046,1.444,94668.64,43.55,110.0,False
416,11.0,10.0,6.0,0,100000,2.98,1017,694,30,35,261,721,0.035,1.017,66674.52,23.34,110.0,False
417,11.0,10.0,7.0,0,100000,2.98,684,495,11,32,205,447,0.032,0.684,44843.04,14.35,110.0,False
418,11.0,10.0,8.0,0,100000,2.98,534,386,7,46,160,328,0.046,0.534,35009.04,16.1,110.0,False
419,11.0,10.0,9.0,0,100000,2.98,373,312,5,44,115,214,0.044,0.373,24453.88,10.76,110.0,False
420,11.0,11.0,10.0,0,100000,2.98,302,235,8,30,106,166,0.03,0.302,19799.12,5.94,121.0,True
421,11.0,11.0,11.0,0,100000,2.98,241,231,6,27,83,131,0.027,0.241,15799.96,4.27,121.0,True
422,11.0,11.0,12.0,0,100000,2.98,181,199,2,20,80,81,0.02,0.181,11866.36,2.37,121.0,True
423,11.0,11.0,13.0,0,100000,2.98,142,160,2,19,58,65,0.019,0.142,9309.52,1.77,121.0,True
424,11.0,11.0,14.0,0,100000,2.98,88,143,6,15,33,40,0.015,0.088,5769.28,0.87,121.0,True
425,11.0,11.0,15.0,0,100000,2.98,73,129,3,19,24,30,0.019,0.073,4785.88,0.91,121.0,True
426,11.0,11.0,16.0,0,100000,2.98,65,96,2,10,24,31,0.01,0.065,4261.4,0.43,121.0,True
427,11.0,11.0,17.0,0,100000,2.98,48,94,3,2,28,18,0.002,0.048,3146.88,0.06,121.0,True
428,11.0,11.0,18.0,0,100000,2.98,31,68,0,3,13,15,0.003,0.031,2032.36,0.06,121.0,True
429,11.0,11.0,19.0,0,100000,2.98,24,81,2,6,7,11,0.006,0.024,1573.44,0.09,121.0,True
430,11.0,11.0,1.0,0,100000,2.98,17407,10607,286,2,877,16528,0.002,17.407,1141202.92,22.82,121.0,True
431,11.0,11.0,20.0,0,100000,2.98,22,48,2,3,10,9,0.003,0.022,1442.32,0.04,121.0,True
432,11.0,11.0,2.0,0,100000,2.98,7191,4547,122,8,707,6476,0.008,7.191,471441.96,37.72,121.0,True
433,11.0,11.0,3.0,0,100000,2.98,3786,2250,69,16,584,3186,0.016,3.786,248210.16,39.71,121.0,True
434,11.0,11.0,4.0,0,100000,2.98,2179,1421,40,25,469,1685,0.025,2.179,142855.24,35.71,121.0,True
435,11.0,11.0,5.0,0,100000,2.98,1441,1000,31,36,330,1075,0.036,1.441,94471.96,34.01,121.0,True
436,11.0,11.0,6.0,0,100000,2.98,1001,705,23,44,256,701,0.044,1.001,65625.56,28.88,121.0,True
437,11.0,11.0,7.0,0,100000,2.98,715,483,22,45,210,460,0.045,0.715,46875.4,21.09,121.0,True
438,11.0,11.0,8.0,0,100000,2.98,541,371,11,42,164,335,0.042,0.541,35467.96,14.9,121.0,True
439,11.0,11.0,9.0,0,100000,2.98,412,306,13,35,154,223,0.035,0.412,27010.72,9.45,121.0,True
440,11.0,12.0,10.0,0,100000,2.98,294,280,10,25,118,151,0.025,0.294,19274.64,4.82,132.0,False
441,11.0,12.0,11.0,0,100000,2.98,235,206,8,32,80,123,0.032,0.235,15406.6,4.93,132.0,False
442,11.0,12.0,12.0,0,100000,2.98,177,206,4,16,68,93,0.016,0.177,11604.12,1.86,132.0,False
443,11.0,12.0,13.0,0,100000,2.98,134,153,5,20,50,64,0.02,0.134,8785.04,1.76,132.0,False
444,11.0,12.0,14.0,0,100000,2.98,115,148,8,23,41,51,0.023,0.115,7539.4,1.73,132.0,False
445,11.0,12.0,15.0,0,100000,2.98,70,112,2,9,27,34,0.009,0.07,4589.2,0.41,132.0,False
446,11.0,12.0,16.0,0,100000,2.98,50,101,5,13,12,25,0.013,0.05,3278.0,0.43,132.0,False
447,11.0,12.0,17.0,0,100000,2.98,59,79,0,9,21,29,0.009,0.059,3868.04,0.35,132.0,False
448,11.0,12.0,18.0,0,100000,2.98,53,64,1,8,22,23,0.008,0.053,3474.68,0.28,132.0,False
449,11.0,12.0,19.0,0,100000,2.98,26,66,0,4,10,12,0.004,0.026,1704.56,0.07,132.0,False
450,11.0,12.0,1.0,0,100000,2.98,17522,10516,307,2,916,16604,0.002,17.522,1148742.32,22.97,132.0,False
451,11.0,12.0,20.0,0,100000,2.98,21,72,4,3,9,9,0.003,0.021,1376.76,0.04,132.0,False
452,11.0,12.0,2.0,0,100000,2.98,7286,4544,138,5,722,6559,0.005,7.286,477670.16,23.88,132.0,False
453,11.0,12.0,3.0,0,100000,2.98,3910,2379,69,19,557,3334,0.019,3.91,256339.6,48.7,132.0,False
454,11.0,12.0,4.0,0,100000,2.98,2258,1405,43,26,447,1785,0.026,2.258,148034.48,38.49,132.0,False
455,11.0,12.0,5.0,0,100000,2.98,1468,968,22,33,352,1083,0.033,1.468,96242.08,31.76,132.0,False
456,11.0,12.0,6.0,0,100000,2.98,1024,689,11,53,302,669,0.053,1.024,67133.44,35.58,132.0,False
457,11.0,12.0,7.0,0,100000,2.98,729,526,15,55,213,461,0.055,0.729,47793.24,26.29,132.0,False
458,11.0,12.0,8.0,0,100000,2.98,530,395,15,40,159,331,0.04,0.53,34746.8,13.9,132.0,False
459,11.0,12.0,9.0,0,100000,2.98,393,331,10,45,149,199,0.045,0.393,25765.08,11.59,132.0,False
460,11.0,13.0,10.0,0,100000,2.98,349,269,11,32,139,178,0.032,0.349,22880.44,7.32,143.0,False
461,11.0,13.0,11.0,0,100000,2.98,202,237,4,37,76,89,0.037,0.202,13243.12,4.9,143.0,False
462,11.0,13.0,12.0,0,100000,2.98,166,191,3,25,64,77,0.025,0.166,10882.96,2.72,143.0,False
463,11.0,13.0,13.0,0,100000,2.98,154,159,3,28,65,61,0.028,0.154,10096.24,2.83,143.0,False
464,11.0,13.0,14.0,0,100000,2.98,118,139,3,20,38,60,0.02,0.118,7736.08,1.55,143.0,False
465,11.0,13.0,15.0,0,100000,2.98,88,136,0,16,35,37,0.016,0.088,5769.28,0.92,143.0,False
466,11.0,13.0,16.0,0,100000,2.98,65,99,1,14,26,25,0.014,0.065,4261.4,0.6,143.0,False
467,11.0,13.0,17.0,0,100000,2.98,55,92,4,14,22,19,0.014,0.055,3605.8,0.5,143.0,False
468,11.0,13.0,18.0,0,100000,2.98,34,87,2,5,10,19,0.005,0.034,2229.04,0.11,143.0,False
469,11.0,13.0,19.0,0,100000,2.98,38,67,3,7,9,22,0.007,0.038,2491.28,0.17,143.0,False
470,11.0,13.0,1.0,0,100000,2.98,17362,10720,300,1,937,16424,0.001,17.362,1138252.72,11.38,143.0,False
